ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;LAU
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;10;Services;M;25
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;02;Arts and humanities;F;25
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;02;Arts and humanities;M;5
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;85
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;45
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;76
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;52
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;01;Education;F;180
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;01;Education;M;7
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;02;Arts and humanities;F;15
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;02;Arts and humanities;M;2
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;F;15
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;M;25
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;9
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;12
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;1
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;09;Health and welfare;F;2
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;09;Health and welfare;M;2
2013;04101;"Urbino - Universit  degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;10;Services;F;2
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;01;Education;F;67
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;01;Education;M;8
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;02;Arts and humanities;F;120
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;02;Arts and humanities;M;47
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;03;Social sciences, journalism and information;F;96
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;03;Social sciences, journalism and information;M;59
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;04;Business, administration and law;F;142
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;04;Business, administration and law;M;119
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;05;Natural sciences, mathematics and statistics;F;173
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;05;Natural sciences, mathematics and statistics;M;100
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;06;Information and Communication Technologies (ICTs);F;8
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;06;Information and Communication Technologies (ICTs);M;32
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;07;Engineering, manufacturing and construction;F;50
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;07;Engineering, manufacturing and construction;M;138
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;09;Health and welfare;F;321
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;09;Health and welfare;M;145
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;10;Services;F;72
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;10;Services;M;51
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;02;Arts and humanities;F;54
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;02;Arts and humanities;M;28
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;03;Social sciences, journalism and information;F;3
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;03;Social sciences, journalism and information;M;7
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;04;Business, administration and law;F;69
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;04;Business, administration and law;M;61
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;103
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;66
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;2
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;6
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;21
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;102
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;09;Health and welfare;F;45
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;09;Health and welfare;M;31
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;10;Services;F;11
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;131
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;74
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;115
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;61
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;211
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;98
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;02;Arts and humanities;F;3
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;02;Arts and humanities;M;2
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;03;Social sciences, journalism and information;M;1
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;04;Business, administration and law;F;2
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;04;Business, administration and law;M;4
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;1
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;4
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;09;Health and welfare;F;16
2013;03801;Ferrara - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;09;Health and welfare;M;8
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;01;Education;F;469
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;01;Education;M;50
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;02;Arts and humanities;F;1385
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;02;Arts and humanities;M;534
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;03;Social sciences, journalism and information;F;1025
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;03;Social sciences, journalism and information;M;603
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;04;Business, administration and law;F;628
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;04;Business, administration and law;M;560
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;05;Natural sciences, mathematics and statistics;F;393
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;05;Natural sciences, mathematics and statistics;M;373
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;06;Information and Communication Technologies (ICTs);F;19
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;06;Information and Communication Technologies (ICTs);M;92
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;07;Engineering, manufacturing and construction;F;307
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;07;Engineering, manufacturing and construction;M;799
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;85
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;119
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;09;Health and welfare;F;755
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;09;Health and welfare;M;288
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;10;Services;F;71
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;10;Services;M;137
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;01;Education;F;205
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;01;Education;M;22
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;02;Arts and humanities;F;788
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;02;Arts and humanities;M;339
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;03;Social sciences, journalism and information;F;833
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;03;Social sciences, journalism and information;M;394
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;04;Business, administration and law;F;339
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;04;Business, administration and law;M;262
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;398
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;314
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;2
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;53
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;218
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;589
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;57
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;59
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;09;Health and welfare;F;62
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;09;Health and welfare;M;42
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;10;Services;F;16
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;10;Services;M;39
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;458
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;280
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;109
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;112
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;96
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;26
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;434
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;228
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;01;Education;F;224
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;01;Education;M;14
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;02;Arts and humanities;F;51
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;02;Arts and humanities;M;19
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;03;Social sciences, journalism and information;F;11
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;03;Social sciences, journalism and information;M;12
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;04;Business, administration and law;F;18
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;04;Business, administration and law;M;28
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;6
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;6
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;1
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;12
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;F;1
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;M;2
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;09;Health and welfare;F;6
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;09;Health and welfare;M;1
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;10;Services;F;2
2013;03701;Bologna - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;10;Services;M;2
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;01;Education;F;100
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;01;Education;M;11
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;02;Arts and humanities;F;204
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;02;Arts and humanities;M;38
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;03;Social sciences, journalism and information;F;101
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;03;Social sciences, journalism and information;M;80
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;04;Business, administration and law;F;246
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;04;Business, administration and law;M;222
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;05;Natural sciences, mathematics and statistics;F;107
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;05;Natural sciences, mathematics and statistics;M;86
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;06;Information and Communication Technologies (ICTs);F;6
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;06;Information and Communication Technologies (ICTs);M;17
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;07;Engineering, manufacturing and construction;F;69
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;07;Engineering, manufacturing and construction;M;320
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;14
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;28
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;09;Health and welfare;F;298
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;09;Health and welfare;M;109
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;01;Education;F;25
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;01;Education;M;2
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;02;Arts and humanities;F;98
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;02;Arts and humanities;M;14
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;03;Social sciences, journalism and information;F;113
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;03;Social sciences, journalism and information;M;47
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;04;Business, administration and law;F;193
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;04;Business, administration and law;M;122
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;74
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;47
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;36
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;248
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;8
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;11
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;09;Health and welfare;F;20
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;09;Health and welfare;M;1
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;84
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;57
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;168
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;86
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;01;Education;F;144
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;01;Education;M;2
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;04;Business, administration and law;F;7
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;04;Business, administration and law;M;3
2013;03601;Modena e Reggio Emilia - Universit  degli studi;Emilia Romagna;NORD-EST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;1
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;01;Education;F;153
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;01;Education;M;9
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;02;Arts and humanities;F;261
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;02;Arts and humanities;M;78
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;03;Social sciences, journalism and information;F;240
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;03;Social sciences, journalism and information;M;75
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;04;Business, administration and law;F;316
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;04;Business, administration and law;M;401
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;05;Natural sciences, mathematics and statistics;F;220
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;05;Natural sciences, mathematics and statistics;M;139
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;06;Information and Communication Technologies (ICTs);F;1
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;06;Information and Communication Technologies (ICTs);M;11
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;07;Engineering, manufacturing and construction;F;217
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;07;Engineering, manufacturing and construction;M;363
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;74
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;66
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;09;Health and welfare;F;340
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;09;Health and welfare;M;132
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;10;Services;F;47
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea;10;Services;M;65
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;01;Education;F;21
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;02;Arts and humanities;F;91
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;02;Arts and humanities;M;24
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;03;Social sciences, journalism and information;F;101
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;03;Social sciences, journalism and information;M;37
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;04;Business, administration and law;F;216
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;04;Business, administration and law;M;201
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;185
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;102
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;135
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;282
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;25
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;17
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;09;Health and welfare;F;52
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale;09;Health and welfare;M;23
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;103
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;61
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;53
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;23
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;192
2013;03401;Parma - Universit  degli studi;Emilia Romagna;NORD-EST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;124
